Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
106126806550435061334,106126806550435061334,,2,2,4,0.343147,0.37377,0,0.011721,0.011734,4,0.000118,0,1,1,0.021748
115739378269261680935,115739378269261680935,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
106525839712250107474,106525839712250107474,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
105248484118148978714,105248484118148978714,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
116154269478833904015,116154269478833904015,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
108202274299391625681,108202274299391625681,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
112413860260589530492,112413860260589530492,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
110044546603209583018,110044546603209583018,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
111923578555541250439,111923578555541250439,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
104148718751978471723,104148718751978471723,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
114699336529956127102,114699336529956127102,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
113524745665911089922,113524745665911089922,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103140137391526341351,103140137391526341351,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
102991700177087923792,102991700177087923792,,2,2,4,0.421089,0.438193,0,0.011322,0.011334,3,0.000153,0,1,1,0.029824
106517092226488584705,106517092226488584705,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
103809839833065657064,103809839833065657064,,2,2,4,0.396077,0.413198,3750.374094,0.009723,0.009734,1,0.000148,0,0,0,0.022402
103419049256232792514,103419049256232792514,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
111480413428119678209,111480413428119678209,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
108037135973386438800,108037135973386438800,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
115130390735317423919,115130390735317423919,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
117741745713138927677,117741745713138927677,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
115428875322623438925,115428875322623438925,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
110276241285032138769,110276241285032138769,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
115622466243011136115,115622466243011136115,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
109946174927229272395,109946174927229272395,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
112545002951047546462,112545002951047546462,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
108520672118814798920,108520672118814798920,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
115047896996200277508,115047896996200277508,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
105545068944703206621,105545068944703206621,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
105246828264278441318,105246828264278441318,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
102219475968800204884,102219475968800204884,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
109530008586248241764,109530008586248241764,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
108152786201218528136,108152786201218528136,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
114471843543990290947,114471843543990290947,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
103684974087620751394,103684974087620751394,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
110379434263550065795,110379434263550065795,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
103533326117556337218,103533326117556337218,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
107905455800180378660,107905455800180378660,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
104602860284118862026,104602860284118862026,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
106567570642614609073,106567570642614609073,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
110067835153954222370,110067835153954222370,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
112364132652438722780,112364132652438722780,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109342148209917802565,109342148209917802565,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
112448795483591020843,112448795483591020843,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
102974204038528910074,102974204038528910074,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
104418220446531200621,104418220446531200621,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
108094760132961329912,108094760132961329912,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109130886479781915270,109130886479781915270,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
116222833568410151476,116222833568410151476,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
107044550151209703496,107044550151209703496,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
109854304647212696025,109854304647212696025,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
102443055443356357765,102443055443356357765,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
113581596275616200424,113581596275616200424,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
110753107896469232101,110753107896469232101,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
115344454846169254013,115344454846169254013,,1,1,4,0.28324,0.291889,0,0.001279,0.00128,4,0.000072,0,0,0,0.002163
101235736306258809897,101235736306258809897,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
114364966738487776347,114364966738487776347,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
115209488640908180409,115209488640908180409,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
103911183408644149411,103911183408644149411,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
114783963660941257693,114783963660941257693,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
113735310430199015092,113735310430199015092,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
102923147893327767382,102923147893327767382,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
118292708268361843293,118292708268361843293,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
108271072818821907893,108271072818821907893,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
113114462378360775452,113114462378360775452,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
100620732971603495982,100620732971603495982,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
111395306401981598462,111395306401981598462,,2,2,4,0.34574,0.377412,0,0.01356,0.013574,4,0.000122,0,1,1,0.024768
106075758531242552855,106075758531242552855,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
105910977869522122580,105910977869522122580,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
109318802055851257299,109318802055851257299,,1,1,4,0.292108,0.309037,0,0.004731,0.004736,4,0.00007,0,0,0,0.006984
100537991844787325512,100537991844787325512,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
114236604403554541461,114236604403554541461,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
104553134624556200907,104553134624556200907,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
114746422988923214718,114746422988923214718,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
103652441454188509895,103652441454188509895,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
102667586673440114166,102667586673440114166,,1,1,4,0.28324,0.291889,0,0.001279,0.00128,4,0.000072,0,0,0,0.002163
115723497250720724489,115723497250720724489,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
108012991939099820186,108012991939099820186,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
101975153326598871119,101975153326598871119,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
118177253929143457733,118177253929143457733,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
101953803500909190578,101953803500909190578,,1,1,4,0.28324,0.291889,0,0.001279,0.00128,4,0.000072,0,0,0,0.002163
112844561713780016118,112844561713780016118,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
105324761189549512199,105324761189549512199,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
113289267877003023795,113289267877003023795,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
109958516286878484295,109958516286878484295,,1,1,4,0.292108,0.309037,0,0.004731,0.004736,4,0.00007,0,0,0,0.006984
109345865429707844168,109345865429707844168,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
108719090649071657338,108719090649071657338,,3,3,4,0.299262,0.321728,0,0.012935,0.012948,4,0.000142,0,1,3,0.019417
113950109696785210472,113950109696785210472,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
109329533304048146236,109329533304048146236,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
102736987222365866163,102736987222365866163,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
102222722824849858928,102222722824849858928,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
100860729679253738753,100860729679253738753,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
106697379087705183224,106697379087705183224,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
114752870863000007466,114752870863000007466,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
117567198141024858378,117567198141024858378,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
105273428597140573510,105273428597140573510,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
115121555137256496805,115121555137256496805,,3,3,4,0.393432,0.410389,3875.360186,0.006326,0.006333,4,0.0002,0,0.333333,1,0.021464
112754494243408214081,112754494243408214081,,2,2,4,0.396077,0.413198,3750.374094,0.009723,0.009734,1,0.000148,0,0,0,0.022402
103961050545011124941,103961050545011124941,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
114228869493885222559,114228869493885222559,,3,3,4,0.43484,0.450787,3750.374094,0.012025,0.012039,1,0.000216,0,0.666667,2,0.034363
114037378284666972036,114037378284666972036,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
111653641366793842174,111653641366793842174,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
100679131071077043250,100679131071077043250,,1,1,4,0.293985,0.311904,0,0.005074,0.005079,4,0.00007,0,0,0,0.007548
116337470434095717442,116337470434095717442,,2,2,4,0.345295,0.376792,0,0.014093,0.014109,4,0.00012,0,1,1,0.02541
114271265748247772016,114271265748247772016,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
118264184129842070900,118264184129842070900,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
102484577222269062816,102484577222269062816,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
106312895983244085949,106312895983244085949,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
101704103161442695877,101704103161442695877,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109182513536739786206,109182513536739786206,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
108817085747440374986,108817085747440374986,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103660543175586203250,103660543175586203250,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
113247423264358423892,113247423264358423892,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
103016521073558596116,103016521073558596116,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
100397511207083609950,100397511207083609950,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
105705665708025552983,105705665708025552983,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
117693415411676715849,117693415411676715849,,3,3,4,0.443631,0.458382,11852.601314,0.011652,0.011666,1,0.000218,0,0.333333,1,0.035995
109809835379677001002,109809835379677001002,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
107781761552417614958,107781761552417614958,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109519167630731639094,109519167630731639094,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109247306373593947755,109247306373593947755,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
114244914082871792125,114244914082871792125,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109074857816744029470,109074857816744029470,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
109931095616224405271,109931095616224405271,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
109174551750397653742,109174551750397653742,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
111707854651652464890,111707854651652464890,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
114790574178411061829,114790574178411061829,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
104612091113514802664,104612091113514802664,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
116768967108862685383,116768967108862685383,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
113068441549452664746,113068441549452664746,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
105030465637303791249,105030465637303791249,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103325969492772452485,103325969492772452485,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
110727249496967897430,110727249496967897430,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
116621986644249676039,116621986644249676039,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
113164038788726940319,113164038788726940319,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
105822688186016123722,105822688186016123722,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
101213524574984631953,101213524574984631953,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103207773865797007066,103207773865797007066,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
107896527414017792767,107896527414017792767,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
116388668762198604003,116388668762198604003,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103475991020114516832,103475991020114516832,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
107133948555394893679,107133948555394893679,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
100173452066172931939,100173452066172931939,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
115527632958457358109,115527632958457358109,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
102512310412972518336,102512310412972518336,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
117550971892000156946,117550971892000156946,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
103112588675637065591,103112588675637065591,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
107006059340452534782,107006059340452534782,,3,3,4,0.443631,0.458382,11852.601314,0.011652,0.011666,1,0.000218,0,0.333333,1,0.035995
115863474911002159675,115863474911002159675,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
116491285067171323298,116491285067171323298,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
116927391465690022495,116927391465690022495,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
115109077044202722504,115109077044202722504,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
114549564725160709822,114549564725160709822,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
109581870574956225297,109581870574956225297,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
114918561167106576639,114918561167106576639,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
105901259206530390933,105901259206530390933,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
101225750534150134109,101225750534150134109,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
105400903062771750089,105400903062771750089,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
104870518715355770532,104870518715355770532,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
112852253337028739987,112852253337028739987,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
102048265612444661933,102048265612444661933,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
111422286077941361166,111422286077941361166,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
115017401467423642930,115017401467423642930,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
101094440579835956866,101094440579835956866,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
110209787594312878744,110209787594312878744,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
115302451851587317396,115302451851587317396,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
111261496925076985134,111261496925076985134,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
102178700954286324866,102178700954286324866,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
102403331307606219198,102403331307606219198,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
112339769006469685593,112339769006469685593,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
114979733565079457374,114979733565079457374,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
105376842241046675559,105376842241046675559,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
118245559326500322262,118245559326500322262,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
106665185918564754695,106665185918564754695,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
101600577333348274552,101600577333348274552,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
101185406398932804414,101185406398932804414,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
107519026002586025827,107519026002586025827,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
111285782175840598932,111285782175840598932,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
108771911258181286059,108771911258181286059,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
115739148151601573808,115739148151601573808,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
100262595546646927505,100262595546646927505,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
111601729473858041964,111601729473858041964,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
108574688020691152748,108574688020691152748,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
118357356982727825178,118357356982727825178,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
110649214929620497857,110649214929620497857,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
105634350975670602787,105634350975670602787,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
106695181236161584825,106695181236161584825,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
104618664838382110366,104618664838382110366,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
102088173699409175139,102088173699409175139,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
107992936493665613654,107992936493665613654,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
100908110619332699158,100908110619332699158,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
117034807403884912887,117034807403884912887,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
109688797625232063006,109688797625232063006,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
107743229589123592762,107743229589123592762,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
106774648360497841680,106774648360497841680,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
113806314825655138485,113806314825655138485,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
115793765515193253189,115793765515193253189,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
102429227181832263821,102429227181832263821,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
100587561646339426146,100587561646339426146,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
107540638333054762391,107540638333054762391,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
115497329510512199057,115497329510512199057,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
101709676645745930035,101709676645745930035,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
114338217792003600242,114338217792003600242,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
107096716333816995401,107096716333816995401,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
105003815787753077507,105003815787753077507,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
114294757055502483384,114294757055502483384,,2,2,4,0.396077,0.413198,3750.374094,0.009723,0.009734,1,0.000148,0,0,0,0.022402
100789590127918881516,100789590127918881516,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
116547536639819352284,116547536639819352284,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
107606703558161507946,107606703558161507946,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
101851274707291135260,101851274707291135260,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
103657182719167130691,103657182719167130691,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
101365156049054444643,101365156049054444643,,2,2,4,0.396077,0.413198,3750.374094,0.009723,0.009734,1,0.000148,0,0,0,0.022402
110550087531709444554,110550087531709444554,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
103946955386081802278,103946955386081802278,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
107119399309354180731,107119399309354180731,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
103953720865548372079,103953720865548372079,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
112324817510481880522,112324817510481880522,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
109222874215256404053,109222874215256404053,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
